_unit_id,_worker_id,identity_hate,obscene,threat,insult
3hT9UmIiPx3p18w0bm/SvwxP1/I=,LSNmlyTlSMwGi6E8FE5o8UNnlVo=,0,0,0,0
3hT9UmIiPx3p18w0bm/SvwxP1/I=,4E/kS23phBjVy8zJWu2h/zva/zg=,0,0,0,0
3hT9UmIiPx3p18w0bm/SvwxP1/I=,BZBTBnOHZJlXLL7/biFk7bkQX0M=,0,0,0,0
ijczqL7zxKDLnlMJwHwP+xt4uzo=,gNM3maH28m9t3kR6esOnQa2ydVE=,0,0,0,0
ijczqL7zxKDLnlMJwHwP+xt4uzo=,0CvIaK6uh8cb2Q7n0PsCBgizC/Q=,0,0,0,0
ijczqL7zxKDLnlMJwHwP+xt4uzo=,NuPPRApTDsRoRkqPVAFjg2GtHsQ=,0,0,0,0
t0Fw9FTZ6iuLe/B5pqZbYP/VDTs=,fnDELR5cuf+B6MBvN4gIXlyo+6A=,0,0,0,0
t0Fw9FTZ6iuLe/B5pqZbYP/VDTs=,2okK0cO11L8T5RHzKT1igIKakNk=,0,0,0,0
t0Fw9FTZ6iuLe/B5pqZbYP/VDTs=,Xya7/QbomdhcE1KWyHL4M9PdEb8=,0,0,0,0
e5a2uMQKX+SZ3ytwE7oNwm4Vp7s=,PFP+zedQ8DqJqn0UFGPh0FDH7YE=,0,0,0,0
e5a2uMQKX+SZ3ytwE7oNwm4Vp7s=,+i+ZFGHtrAQ3SrrPwkmoLo/0sWM=,0,0,0,0
e5a2uMQKX+SZ3ytwE7oNwm4Vp7s=,RNWoWnKIbx6gfiSof46eZFakUzY=,0,0,0,0
e5a2uMQKX+SZ3ytwE7oNwm4Vp7s=,QYK+oJ7saAeEH5QwwiBZCykNJJQ=,0,0,0,0
e5a2uMQKX+SZ3ytwE7oNwm4Vp7s=,RYyZRs921pHySodenPh16mpRaYI=,0,0,0,0
kH+Gd+sgYBRZCIHLUYKO21926sY=,QYK+oJ7saAeEH5QwwiBZCykNJJQ=,0,0,0,0
kH+Gd+sgYBRZCIHLUYKO21926sY=,mvf4J2RY240Y5b0c5RIQFXfA3MY=,1,0,0,0
kH+Gd+sgYBRZCIHLUYKO21926sY=,Etj8V7+7R/jvulT9jbuEg7a2q2E=,0,0,0,0
kH+Gd+sgYBRZCIHLUYKO21926sY=,ZQ3Pl2Ac/qmDcEDFt7OVoTz0hWA=,0,0,0,0
kH+Gd+sgYBRZCIHLUYKO21926sY=,wylFFLk7zXUf+GIEb/ZLv+Yp4MQ=,0,0,0,0
ArXWOOD7lnOD01I42oZJ3A/5LaY=,c2vEpWU2zl4TOZohan8WKJCFGaA=,0,0,0,0
ArXWOOD7lnOD01I42oZJ3A/5LaY=,KruUsutKUqcUAnngejfUfIfqD3Y=,0,0,0,0
ArXWOOD7lnOD01I42oZJ3A/5LaY=,GpXrAkUbZvEa2N8Bl1d8NTJkSSs=,0,0,0,0
yRdCP9+0hBIf/E+VxiXf1dERo6k=,jE6ungxbaDSPrbBqHa40A0NCG5o=,0,0,0,0
yRdCP9+0hBIf/E+VxiXf1dERo6k=,o9GIqNrpWD69zl1i/I9WIoltdV4=,0,0,0,0
yRdCP9+0hBIf/E+VxiXf1dERo6k=,PwzUmcK3Dx1PSGyKzrCIkRpK+KA=,0,0,0,0
xGdbL4JpzXVmiAV6mB0itKSg5cA=,Ukq2Hz6I/3weHGLq3k9sA8dbssM=,0,0,0,0
xGdbL4JpzXVmiAV6mB0itKSg5cA=,FwqTtGv/Bc/joAYmQl6rh3R6fYs=,0,0,0,0
xGdbL4JpzXVmiAV6mB0itKSg5cA=,2ox+0aYh9u1PiIFnGZxtAHxBXjg=,0,0,0,0
mF2nfmzkxM3TYZ+xkFhgR5wf11c=,ZZjX+dFfBHVhXiaRlU9S4n5mB6Q=,0,0,0,0
mF2nfmzkxM3TYZ+xkFhgR5wf11c=,mvf4J2RY240Y5b0c5RIQFXfA3MY=,0,0,0,0
mF2nfmzkxM3TYZ+xkFhgR5wf11c=,f9JZLLngNdTREg+yFpP9yVkz1og=,0,0,1,0
mF2nfmzkxM3TYZ+xkFhgR5wf11c=,gBWKmPra79sLXaPxN+GnK8GEl/s=,0,0,0,0
mF2nfmzkxM3TYZ+xkFhgR5wf11c=,lnj7W6N31sLoevwa+9oQpkDS1n0=,0,0,0,0
mF2nfmzkxM3TYZ+xkFhgR5wf11c=,fpdEiz25sasC0Z8xkxmlEMZWriA=,0,0,0,0
egDrv+V089DK2JHABXADZoL7X2s=,NM/R0zkhbz+WnQRtKPYlX/2M+LE=,0,0,0,0
egDrv+V089DK2JHABXADZoL7X2s=,NBjH1t8f2ak1u8oe6f05GJHishw=,0,0,0,0
egDrv+V089DK2JHABXADZoL7X2s=,OU1eZhoBSCceBoAG7A9SunhVVyI=,0,0,0,0
n+fswxDOIFjg7ao+SbOZjpMH0Tc=,HT2jFwLm0+B+bkGQLTpujRtMkPE=,0,0,0,0
n+fswxDOIFjg7ao+SbOZjpMH0Tc=,9T2ZTRoeX9IqtoMapo5VaCxszKM=,0,0,0,0
n+fswxDOIFjg7ao+SbOZjpMH0Tc=,7zT3IzVvI/DxrESgi7CC2N0i6n0=,0,0,0,0
n+fswxDOIFjg7ao+SbOZjpMH0Tc=,xY2TbqDFyzqKfYEgiqtW+FqUV6A=,0,0,0,0
n+fswxDOIFjg7ao+SbOZjpMH0Tc=,SBMP+HlgTZRCNefGi+KlCKcJxvo=,0,0,0,0
oc3SLwrQMm/t1/MmdaXGN94gmzY=,Qo4/MXSgdBp67GgDZxJvB8zXJbU=,0,0,0,0
oc3SLwrQMm/t1/MmdaXGN94gmzY=,lcIyta2lFTdegWaBVP8hb9iLySA=,0,0,0,0
oc3SLwrQMm/t1/MmdaXGN94gmzY=,smQZgJob0hzai6RDRrd8lK2ZYcU=,0,0,0,0
tV/l3F+RqReo82IoOMP7oqyQrAs=,oy82rqF/GhtVY1F8mhy40lcRJSs=,0,0,0,0
tV/l3F+RqReo82IoOMP7oqyQrAs=,MC8I/YWRHUWhEeM9ST3WRds5wHQ=,0,0,0,0
tV/l3F+RqReo82IoOMP7oqyQrAs=,ThOiYtXIm9o+PEBrKxLEWmzFhUg=,0,0,0,0
BSbL29JFbLODIZ5OZTcOh1q5Emg=,0CvIaK6uh8cb2Q7n0PsCBgizC/Q=,0,0,0,0
BSbL29JFbLODIZ5OZTcOh1q5Emg=,mj5wEvpUK6zFzZZY68JSWV+OaJw=,0,0,0,0
BSbL29JFbLODIZ5OZTcOh1q5Emg=,XkB34xQnm/E6QErrBUsh47+aDEw=,0,0,0,0
8yTwRuqiFtMqIFkPmzz12azQTA4=,YRyuJuVTlElgoTserOxkEOCUAoM=,0,0,0,0
8yTwRuqiFtMqIFkPmzz12azQTA4=,sHvgNh0CpLIzoGDQC4wSqbvod/Y=,0,0,0,0
8yTwRuqiFtMqIFkPmzz12azQTA4=,0r/2Cho00oIBfTUKWE1qK5BJ/3Y=,0,0,0,0
emjPZ4bUnyWAQQkVqNiROtQVuO0=,pKKmoNCTf73MfWlY4aba3tBKyM0=,0,0,0,0
emjPZ4bUnyWAQQkVqNiROtQVuO0=,TLI8oVIEs7DEc+QgsOXzeL/NBis=,0,0,0,0
emjPZ4bUnyWAQQkVqNiROtQVuO0=,x1s41IWPEzDYIol1A6CQTSu2JDw=,0,0,0,0
emjPZ4bUnyWAQQkVqNiROtQVuO0=,V3mGcN7o28+JZNcgAJiN5u6Leww=,0,0,0,0
emjPZ4bUnyWAQQkVqNiROtQVuO0=,jpBiZfCiA0fbNphO65VdJiO3kp0=,0,0,0,0
s0+9Tp9NCGrAh8rd9CTu8cS1os4=,Ql/RoWQ4FJGIT/zHMGVsLG3GTFY=,0,0,0,0
s0+9Tp9NCGrAh8rd9CTu8cS1os4=,jcJDyOSk5QgPqJ9rzw6o1a6zQjY=,0,0,0,0
s0+9Tp9NCGrAh8rd9CTu8cS1os4=,RNWoWnKIbx6gfiSof46eZFakUzY=,0,1,0,0
s0+9Tp9NCGrAh8rd9CTu8cS1os4=,hnJ/9BtETBF3SNkxGYwbk8rhSqw=,0,0,0,0
s0+9Tp9NCGrAh8rd9CTu8cS1os4=,yH08H1h3MFNjRMhtcLfsTTVMu54=,0,0,0,0
EbYltYF4iZe+Rre6zCqDCboJZLc=,2hSYuns6Keh8yRg3sv12cSdLMZk=,0,0,0,0
EbYltYF4iZe+Rre6zCqDCboJZLc=,vwqstvllXK7iN4r69NWeZVCLoGs=,0,0,0,0
EbYltYF4iZe+Rre6zCqDCboJZLc=,o9GIqNrpWD69zl1i/I9WIoltdV4=,0,0,0,0
ZJ4GIuvjTd/e+CHT6/cSrai/C3E=,Ng0b0TbeoxHBaRTYlJL0OxRIass=,0,0,0,0
ZJ4GIuvjTd/e+CHT6/cSrai/C3E=,ENdvKchnTfaruHMgklys7JqOMBU=,0,0,0,0
ZJ4GIuvjTd/e+CHT6/cSrai/C3E=,IUy3OODjiplpt40t0Z44m26kuZw=,0,0,0,0
24BnSxt3r77ngzUCjrZ07ICaVac=,0MUHLGH5McbTk5rZ2rmDXqeo6Lw=,0,0,0,0
24BnSxt3r77ngzUCjrZ07ICaVac=,p8Tmobq72rKtoXoYhi9u9M4wlww=,0,0,0,0
24BnSxt3r77ngzUCjrZ07ICaVac=,UoUZ0fe2xGUVtmKUn5F3ENN3j6U=,0,0,0,0
aY+WyTy5LM8ZImu8XhNNYicLqEY=,t3hLQAe1nwjKzCvoJ9J2NesyGd8=,0,0,0,0
aY+WyTy5LM8ZImu8XhNNYicLqEY=,Etj8V7+7R/jvulT9jbuEg7a2q2E=,0,0,0,0
aY+WyTy5LM8ZImu8XhNNYicLqEY=,hcJ5tJYnClGNWAjFX89l1fEZYnI=,0,0,0,0
M1LhQgqy+9AA7wyGYc5uWvhXEKA=,qD1h1qMg/YKbrRaQZtjaKkxTx4E=,0,0,0,0
M1LhQgqy+9AA7wyGYc5uWvhXEKA=,xAulLTqxp4TVOlR7gClin8qJtC4=,0,0,0,0
M1LhQgqy+9AA7wyGYc5uWvhXEKA=,bwcQYpZBHt+ieGbxyduOJpOlRw4=,0,0,0,0
acPlD8xIkzEz2hQIbV117/d1adc=,KVfNtcZlt4zG9aGoTu/QUNa9Wqc=,0,0,0,0
acPlD8xIkzEz2hQIbV117/d1adc=,9XSO78RORdweMYUw+GezxoNXATg=,0,0,0,0
acPlD8xIkzEz2hQIbV117/d1adc=,MO5lSa27wndHyO2+cPo/3/x5uH8=,0,0,0,0
19m+Cgo0gjo+EWsuzmPSwXR3scM=,hKSGY/LT7hB7msia9hWjjqHo84U=,0,0,0,0
19m+Cgo0gjo+EWsuzmPSwXR3scM=,tCCT+O/aIeEajZ8GGNgPrg7Rb+U=,0,0,0,0
19m+Cgo0gjo+EWsuzmPSwXR3scM=,JkNOww/tfSU90YK2TetR88BbxPo=,0,0,0,0
19m+Cgo0gjo+EWsuzmPSwXR3scM=,Sz7jMgDNQOG9kTKoDYs7ECvIKPI=,0,0,0,0
19m+Cgo0gjo+EWsuzmPSwXR3scM=,gNM3maH28m9t3kR6esOnQa2ydVE=,0,0,0,0
19m+Cgo0gjo+EWsuzmPSwXR3scM=,YRyuJuVTlElgoTserOxkEOCUAoM=,0,0,0,0
19m+Cgo0gjo+EWsuzmPSwXR3scM=,thTs9wz5jS6artMSzRKgJaXRB/s=,0,0,0,0
19m+Cgo0gjo+EWsuzmPSwXR3scM=,1J0HtqX8g0rBdBo2xNkwZ4INATo=,0,0,0,0
8FpussSVSsz5sDbzFV5MKed8g/E=,PBfVUAYwrwDiDUKt1iRTn7KZ5Qg=,0,0,0,0
8FpussSVSsz5sDbzFV5MKed8g/E=,nzpRWmiuTii0Fx99KR+ah9CJ2fg=,0,0,0,0
8FpussSVSsz5sDbzFV5MKed8g/E=,4xoZSKrOpFkiVXyN+ltOm5D3aiU=,0,0,0,0
bD/liswvtKz8/ynApnXNrbucTrs=,liE2TYcPoZo9cGXuDDpx9ahwaEY=,0,0,0,0
bD/liswvtKz8/ynApnXNrbucTrs=,G8i5GGnBRoQKVpS4E6lGmGlxI2g=,0,0,0,0
bD/liswvtKz8/ynApnXNrbucTrs=,Z6s6svlCOupBTao3v5b1IKFRn1o=,0,0,0,0
I5N1qOrKX++KVTg0neYvePh5WBs=,RNWoWnKIbx6gfiSof46eZFakUzY=,0,0,0,0
I5N1qOrKX++KVTg0neYvePh5WBs=,Za2xbXvPqT50ZmuMiP11AYiyS4k=,0,0,0,0
I5N1qOrKX++KVTg0neYvePh5WBs=,O9v2IQL8mTx0sy52iYszjdllLlE=,0,0,0,0
OpXZERfuy67YInvYN16Oq+OhEZw=,+i+ZFGHtrAQ3SrrPwkmoLo/0sWM=,0,0,0,0
OpXZERfuy67YInvYN16Oq+OhEZw=,Mc2DKHlJ5lu6R51mJA0B4T+3yA4=,0,0,0,0
OpXZERfuy67YInvYN16Oq+OhEZw=,Z/NjtNcghgqCudJH3z3cHS22PiA=,0,0,0,0
8KbQjmBpjGNJusOXL65XC9jYmRg=,9T2ZTRoeX9IqtoMapo5VaCxszKM=,0,0,0,0
8KbQjmBpjGNJusOXL65XC9jYmRg=,c4nQSfol2n0ia2k5HhHZpgam6MI=,0,0,0,0
8KbQjmBpjGNJusOXL65XC9jYmRg=,6kqaL+VS7t/F/gzNHqoGcF012fc=,0,0,0,0
8KbQjmBpjGNJusOXL65XC9jYmRg=,SBMP+HlgTZRCNefGi+KlCKcJxvo=,0,0,0,0
8KbQjmBpjGNJusOXL65XC9jYmRg=,Z/NjtNcghgqCudJH3z3cHS22PiA=,0,0,0,0
8KbQjmBpjGNJusOXL65XC9jYmRg=,PC3fec/W3Qzj9E2pW119W2h/sRQ=,0,0,0,0
8KbQjmBpjGNJusOXL65XC9jYmRg=,ntP/wnKmTMhcgilBJ5bqNO6xnCA=,0,0,0,0
8KbQjmBpjGNJusOXL65XC9jYmRg=,lz8GcC1Alxmpk4C+KchcLk/R9qU=,0,0,0,0
r69NDTcw/Gf1r56OTq+xQ7J0wWE=,r4AbTHJGQnzSiam+y58jlfQDbFg=,0,0,0,0
r69NDTcw/Gf1r56OTq+xQ7J0wWE=,ntP/wnKmTMhcgilBJ5bqNO6xnCA=,0,0,0,0
r69NDTcw/Gf1r56OTq+xQ7J0wWE=,tCCT+O/aIeEajZ8GGNgPrg7Rb+U=,0,0,0,0
6G/6M9Oxq7PsjOvDtAuSrj3DJ9c=,y/8iD8QnosaEt2R4xribY2UMsu8=,0,0,0,0
6G/6M9Oxq7PsjOvDtAuSrj3DJ9c=,KFg2cxWLOW7S0EigfFAurkXGbgE=,0,0,0,0
6G/6M9Oxq7PsjOvDtAuSrj3DJ9c=,kxUMqh9vC0LrRK0OW0gShFnmz/Q=,0,0,0,0
CgCi1pdcmd9a95z8AM27Dk+9GZo=,vwaJb1KKQj9L+THZPOyTMtxLwh8=,0,0,0,0
CgCi1pdcmd9a95z8AM27Dk+9GZo=,lgKZz0eRfahFRZn/n7UIjL7d8mA=,0,0,0,0
CgCi1pdcmd9a95z8AM27Dk+9GZo=,Xya7/QbomdhcE1KWyHL4M9PdEb8=,0,0,0,0
1c0II34seEIfBxh3Esr+f5poUf4=,G8i5GGnBRoQKVpS4E6lGmGlxI2g=,0,0,0,0
1c0II34seEIfBxh3Esr+f5poUf4=,9T2ZTRoeX9IqtoMapo5VaCxszKM=,0,0,0,0
1c0II34seEIfBxh3Esr+f5poUf4=,pKKmoNCTf73MfWlY4aba3tBKyM0=,0,0,0,0
GxDEQvxhA+pDA6cp4nzNuJ9Dy+o=,c4Na8R0KVi7UzSx0dl7h6F/NJe8=,0,0,0,0
GxDEQvxhA+pDA6cp4nzNuJ9Dy+o=,B4vRIMvpchPNUCyzy8dO+Fm+taY=,0,0,0,0
GxDEQvxhA+pDA6cp4nzNuJ9Dy+o=,MBqbPYmGUxY4NwRGszi5pAwYuws=,0,0,0,0
0MlSNTsJ9gPIVzAVNIrTyaqPhbo=,GpXrAkUbZvEa2N8Bl1d8NTJkSSs=,1,0,0,0
0MlSNTsJ9gPIVzAVNIrTyaqPhbo=,CjueMDiQ6BoEkM0YIWXgt0hXLmE=,0,0,0,0
0MlSNTsJ9gPIVzAVNIrTyaqPhbo=,RNWoWnKIbx6gfiSof46eZFakUzY=,0,0,0,0
0MlSNTsJ9gPIVzAVNIrTyaqPhbo=,jcJDyOSk5QgPqJ9rzw6o1a6zQjY=,0,0,0,0
0MlSNTsJ9gPIVzAVNIrTyaqPhbo=,xG1elM/noWPwbaDqnkk9lsjHFOQ=,0,0,0,0
5NMg984cRXZhH91yBwYRzgO3U1c=,Z/NjtNcghgqCudJH3z3cHS22PiA=,0,0,0,0
5NMg984cRXZhH91yBwYRzgO3U1c=,tUlj0odT2ej+VjLPjyLHI3L20gU=,0,0,0,0
5NMg984cRXZhH91yBwYRzgO3U1c=,aP6KuFzd8P+R60b65Sa/tcgeE7g=,0,0,0,0
4kHaZuKo87efjbxdBLfURySs5ZI=,gNM3maH28m9t3kR6esOnQa2ydVE=,0,0,0,0
4kHaZuKo87efjbxdBLfURySs5ZI=,NM/R0zkhbz+WnQRtKPYlX/2M+LE=,0,0,0,0
4kHaZuKo87efjbxdBLfURySs5ZI=,gC7kvI+5fdThTj8RiOP8vrL/eoo=,0,0,0,0
+e22QEtPw5S89MMxbnjnW1Fxz4k=,9T2ZTRoeX9IqtoMapo5VaCxszKM=,0,0,0,0
+e22QEtPw5S89MMxbnjnW1Fxz4k=,P6OKRRKi7bAMpuMgtDKsGRGyg3M=,0,0,0,0
+e22QEtPw5S89MMxbnjnW1Fxz4k=,VtWZ79tG4KAhc7JyezK9zVor2u8=,0,0,0,0
+e22QEtPw5S89MMxbnjnW1Fxz4k=,gBWKmPra79sLXaPxN+GnK8GEl/s=,0,0,0,0
+e22QEtPw5S89MMxbnjnW1Fxz4k=,/OUT4SRZjkmPZVhNMDr3nz05WGo=,0,0,0,0
6h23IjJ/hhZhLHlG7N+HsdaXMMU=,QYK+oJ7saAeEH5QwwiBZCykNJJQ=,0,0,0,0
6h23IjJ/hhZhLHlG7N+HsdaXMMU=,UdeAOPfnW5Z31ZV2xru2V692O0Q=,0,0,0,0
6h23IjJ/hhZhLHlG7N+HsdaXMMU=,4CszRY2OOdv3ptR14RX/TU3WlpM=,0,0,0,0
6h23IjJ/hhZhLHlG7N+HsdaXMMU=,vNiWVQs6zWLEkgWKniYP25cDAIM=,0,0,0,0
6h23IjJ/hhZhLHlG7N+HsdaXMMU=,c/QKhcnO3sRG+RFQPpPHjmAiTCI=,0,0,0,0
6h23IjJ/hhZhLHlG7N+HsdaXMMU=,1S1ZEW5KXsMsM7RI6+35rZxmXGU=,0,0,0,1
6h23IjJ/hhZhLHlG7N+HsdaXMMU=,o9GIqNrpWD69zl1i/I9WIoltdV4=,0,0,0,0
r+H6FIdcmvxvNA7Wj4goqfzfjEM=,kxUMqh9vC0LrRK0OW0gShFnmz/Q=,0,0,0,0
r+H6FIdcmvxvNA7Wj4goqfzfjEM=,NBjH1t8f2ak1u8oe6f05GJHishw=,0,0,0,0
r+H6FIdcmvxvNA7Wj4goqfzfjEM=,5d1gjp8Y64cBHxomsVZ9TFbsdL8=,0,0,0,0
UcQneNW4v7I42g3WAYpdOHTAVJg=,kxUMqh9vC0LrRK0OW0gShFnmz/Q=,0,0,0,0
UcQneNW4v7I42g3WAYpdOHTAVJg=,MOMPolL9HEj5WrBR4rCposXAHVk=,0,0,0,0
UcQneNW4v7I42g3WAYpdOHTAVJg=,NBjH1t8f2ak1u8oe6f05GJHishw=,0,0,0,0
ZtDv+GPUHMk1VQ3mq5b3ds3mhnU=,/umDQsmo3et0GkHousItKmSCUfQ=,0,0,0,0
ZtDv+GPUHMk1VQ3mq5b3ds3mhnU=,mj5wEvpUK6zFzZZY68JSWV+OaJw=,0,0,0,0
ZtDv+GPUHMk1VQ3mq5b3ds3mhnU=,5PhaoVuzpIN/iYQWhFjTWLSmUE4=,0,0,0,0
5is3MUxsxM1HQeqbZEm5sl9xw9c=,NFetIkVp3CXX/jL7fygliLObNIY=,0,0,0,0
5is3MUxsxM1HQeqbZEm5sl9xw9c=,+aNy7fiog6nxR/2osfvxoxD2QRQ=,0,0,0,0
5is3MUxsxM1HQeqbZEm5sl9xw9c=,oXVPgUNb168RqslsRhJhxBcKsBg=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,cnDq4UCIQ6Iak8fNaXJuiERJApI=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,thTs9wz5jS6artMSzRKgJaXRB/s=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,MBqbPYmGUxY4NwRGszi5pAwYuws=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,PBUQGNZsb4z8dq/3FEZbeKypVUs=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,/1wEPsnvSlNXKQt8qbMsisBK1BM=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,9T2ZTRoeX9IqtoMapo5VaCxszKM=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,yf4FpUJqFZVOHGQYRuF+Ene1IlQ=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,KVfNtcZlt4zG9aGoTu/QUNa9Wqc=,0,0,0,0
bAH9bqfczwwSeQGJcvIpMOSW0jc=,7zT3IzVvI/DxrESgi7CC2N0i6n0=,0,0,0,0
xpMPHZC3DHjQAAttqYW97WY0Vd8=,t9ZQA547QKyAKbz/DFst9IWiCMA=,0,0,0,0
xpMPHZC3DHjQAAttqYW97WY0Vd8=,Q+FtDlEEk7AW/axKBWtO5PPfdl4=,0,0,0,0
xpMPHZC3DHjQAAttqYW97WY0Vd8=,H0zYgN+lF3hsUeRDF/gGY/yMXvI=,0,0,0,0
em+6gU/1PG+eaPcGslcxabLtf14=,NBjH1t8f2ak1u8oe6f05GJHishw=,0,0,0,0
em+6gU/1PG+eaPcGslcxabLtf14=,+2EBAl8GAEaDj9WqVN7VzRkTT2g=,0,0,0,0
em+6gU/1PG+eaPcGslcxabLtf14=,nzpRWmiuTii0Fx99KR+ah9CJ2fg=,0,0,0,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,hcJ5tJYnClGNWAjFX89l1fEZYnI=,0,0,0,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,yRwQuhNk2gKg6JwaDXDjVoPvzTQ=,0,0,0,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,tUlj0odT2ej+VjLPjyLHI3L20gU=,0,0,1,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,FwqTtGv/Bc/joAYmQl6rh3R6fYs=,0,0,0,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,Udk+0YYGc0s9FQ06LIe+1A3zVD4=,0,0,0,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,6Ok6DNUuW1ioDqvYB0XuIKnxhsQ=,0,0,0,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,Qo4/MXSgdBp67GgDZxJvB8zXJbU=,0,0,0,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,LSNmlyTlSMwGi6E8FE5o8UNnlVo=,0,0,0,0
7ljEtMYqLjnq/ZtPMeemjRzCvBw=,jm11A1l2/xvkG5Q8GW95wzTgoRI=,0,0,0,0
Xrc9QURDYNTg7LIpMpeS/dZ+R/w=,x1s41IWPEzDYIol1A6CQTSu2JDw=,0,0,0,0
Xrc9QURDYNTg7LIpMpeS/dZ+R/w=,t3hLQAe1nwjKzCvoJ9J2NesyGd8=,0,0,0,0
Xrc9QURDYNTg7LIpMpeS/dZ+R/w=,IDBame/nsSwBuHnkfHPLF80GwPU=,0,0,0,0
VQW2ZxQntxrkEObocUxTZXaLIZc=,x3/+sPojbOvbu+XllwTLjIBhIYo=,0,0,0,0
VQW2ZxQntxrkEObocUxTZXaLIZc=,4VwkoF3ds002XxXpwNRdUz+PYsc=,0,0,0,0
VQW2ZxQntxrkEObocUxTZXaLIZc=,sUc6kmEZ2FUSbdeOoVd06HhP3Xc=,0,0,0,0
1lYsTBl5jz29gFAWDem7jLGEon8=,BuquCpHf/oQe7DJOhrCtBOsDi1Y=,0,0,0,0
1lYsTBl5jz29gFAWDem7jLGEon8=,HSZSl2b4g8xcRcOFZVTBetz1Cxw=,0,0,0,0
1lYsTBl5jz29gFAWDem7jLGEon8=,OJ74zcFOKruKU5ENFALUdewyuXA=,0,0,0,0
Q+IhSWjFDsCoHo6d6XqJZhgv7q8=,WP9iAF7ivbMXyt9/HtL+1BThB1o=,0,0,0,0
Q+IhSWjFDsCoHo6d6XqJZhgv7q8=,vrKRxizsi+k6OFC+MosGp4+N1mk=,0,0,0,0
Q+IhSWjFDsCoHo6d6XqJZhgv7q8=,RYyZRs921pHySodenPh16mpRaYI=,0,0,0,0
Q+IhSWjFDsCoHo6d6XqJZhgv7q8=,GqS15Q8BbHZZyVQRuwWdzsbcQLc=,0,0,0,0
Q+IhSWjFDsCoHo6d6XqJZhgv7q8=,PBfVUAYwrwDiDUKt1iRTn7KZ5Qg=,0,0,0,0
Q+IhSWjFDsCoHo6d6XqJZhgv7q8=,LjPUwi1uKFtj25k1b9NBtC9XJTc=,0,0,0,0
Q+IhSWjFDsCoHo6d6XqJZhgv7q8=,KruUsutKUqcUAnngejfUfIfqD3Y=,0,0,0,0
Q+IhSWjFDsCoHo6d6XqJZhgv7q8=,4VwkoF3ds002XxXpwNRdUz+PYsc=,0,0,0,0
